subj,num,suf,format,term,code,inst,title,sec,enr
CHEM,29,B,LAB,Spring 2014,1141,"DiBlasi, Christine",ORGANIC CHEMISTRY LAB II,1,40
CHEM,18,B,LAB,Spring 2014,1141,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,1,49
CHEM,59,B,LAB,Spring 2014,1141,"Pochapsky, Thomas",ADVANCED EXPERIMENTAL CHEM I,2,5
CHEM,19,B,LAB,Spring 2014,1141,"Dolnik, Milos",HONORS GEN'L CHEM LAB II,2,16
CHEM,18,B,LAB,Spring 2014,1141,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,2,50
CHEM,29,B,LAB,Spring 2014,1141,"DiBlasi, Christine",ORGANIC CHEMISTRY LAB II,3,42
CHEM,19,B,LAB,Spring 2014,1141,"Dolnik, Milos",HONORS GEN'L CHEM LAB II,4,16
CHEM,18,B,LAB,Spring 2014,1141,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,4,33
CHEM,29,B,LAB,Spring 2014,1141,"DiBlasi, Christine",ORGANIC CHEMISTRY LAB II,4,45
CHEM,29,B,LAB,Spring 2014,1141,"DiBlasi, Christine",ORGANIC CHEMISTRY LAB II,5,38
CHEM,18,B,LAB,Spring 2014,1141,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,5,61
FILM,110,B,LAB,Spring 2014,1141,"Mooney, Daniel",MOTION PICTURE EDITING,1,14
QBIO,120,B,LAB,Spring 2014,1141,"Samadani, Azadeh",QBIO INSTRUMENTATION LAB,1,11
MUS,104,B,LAB,Spring 2014,1141,"Koh, Emily",THEOR/MUSIC LAB II:PRT 2,1,7
MUS,102,B,LAB,Spring 2014,1141,"Cheah, Victoria",THEORY MUSIC LAB I:PRT 2,1,11
MUS,102,B,LAB,Spring 2014,1141,"Praznik, James",THEORY MUSIC LAB I:PRT 2,2,4
PHYS,169,B,LAB,Spring 2014,1141,"Fraden, Seth",ADVANCED LABORATORY,1,2
PHYS,39,A,LAB,Spring 2014,1141,"Fraden, Seth",ADVANCED PHYSICS LAB,1,12
PHYS,19,B,LAB,Spring 2014,1141,"Fell, Richard",PHYSICS LAB II,1,91
PHYS,18,B,LAB,Spring 2014,1141,"Wellenstein, Hermann",INTRODUCTORY LAB II,1,137
THA,42,A,LAB,Spring 2014,1141,"Shields, Edward",ACTING PRACTICUM,1,2
THA,44,A,LAB,Spring 2014,1141,"Young, Jonathan",DIRECTING PRACTICUM,1,3
THA,47,A,LAB,Spring 2014,1141,"Cleary, Jennifer",STAGE MANG. PRACTICUM,1,3
THA,43,A,LAB,Spring 2014,1141,"Dibble, Susan",DANCE & MVMNT PRACTICUM,1,5
THA,199,A,LAB,Spring 2014,1141,"Terry, Elizabeth",PRODUCTION VOCAL COACHING LAB,1,6
BISC,10,AJ,LAB,Summer 2014,1142,"Lai, Elaine",DIABETES,1,11
CHEM,18,A,LAB,Summer 2014,1142,"Novack, Claudia",GENERAL CHEMISTRY LAB I,1,18
CHEM,18,B,LAB,Summer 2014,1142,"Novack, Claudia",GENERAL CHEMISTRY LAB II,1,19
CHEM,29,B,LAB,Summer 2014,1142,"Pontrello, Jason",ORGANIC CHEMISTRY LAB II,1,46
CHEM,29,A,LAB,Summer 2014,1142,"Pontrello, Jason",ORGANIC CHEMISTRY LAB I,1,51
CHEM,18,A,LAB,Summer 2014,1142,"Vela, Michael",GENERAL CHEMISTRY LAB I,2,5
FILM,110,A,LAB,Summer 2014,1142,"Weinberg, Marc",FILM PRODUCTION I,1,5
PHYS,18,A,LAB,Summer 2014,1142,"Wellenstein, Hermann",INTRODUCTORY LAB I,1,13
PHYS,18,B,LAB,Summer 2014,1142,"Wellenstein, Hermann",INTRODUCTORY LAB II,1,13
EL,94,A,LAB,Fall 2014,1143,"Vasquez, Alexandria",EXPERIENTIAL LEARNING PRACTICM,1,20
EL,94,A,LAB,Fall 2014,1143,"Lamb, Sarah",EXPERIENTIAL LEARNING PRACTICM,10,7
EL,94,A,LAB,Fall 2014,1143,"Dellelo, Mark",EXPERIENTIAL LEARNING PRACTICM,11,3
EL,94,A,LAB,Fall 2014,1143,"Ianni, Davide",EXPERIENTIAL LEARNING PRACTICM,12,14
EL,94,A,LAB,Fall 2014,1143,"Dubinina, Irina",EXPERIENTIAL LEARNING PRACTICM,13,3
EL,94,A,LAB,Fall 2014,1143,"Beckett, Brian",EXPERIENTIAL LEARNING PRACTICM,2,21
EL,94,A,LAB,Fall 2014,1143,"Anzoategui, Lisette",EXPERIENTIAL LEARNING PRACTICM,3,20
EL,94,A,LAB,Fall 2014,1143,"Anjaria, Jonathan",EXPERIENTIAL LEARNING PRACTICM,5,1
EL,94,A,LAB,Fall 2014,1143,"Freeze, Gregory",EXPERIENTIAL LEARNING PRACTICM,6,1
EL,94,A,LAB,Fall 2014,1143,"Lamb, Sarah",EXPERIENTIAL LEARNING PRACTICM,7,8
EL,94,A,LAB,Fall 2014,1143,"Powers, Jillian",EXPERIENTIAL LEARNING PRACTICM,8,1
EL,94,A,LAB,Fall 2014,1143,"Conrad, Peter",EXPERIENTIAL LEARNING PRACTICM,9,7
BIOL,155,A,LAB,Fall 2014,1143,"Morris, James",PROJECT LAB:GENETICS&GENOMICS,1,12
BIOL,156,A,LAB,Fall 2014,1143,"Marr, Michael",PROJECT LAB IN BIOTECH.,1,16
BIOL,18,B,LAB,Fall 2014,1143,"Baade, Jason",GENERAL BIOLOGY LAB,2,48
BIOL,18,B,LAB,Fall 2014,1143,"Baade, Jason",GENERAL BIOLOGY LAB,3,70
BIOL,18,B,LAB,Fall 2014,1143,"Baade, Jason",GENERAL BIOLOGY LAB,4,49
CHEM,39,B,LAB,Fall 2014,1143,"Wade, Christine",INTERMEDIATE CHEM. LAB,1,7
CHEM,19,A,LAB,Fall 2014,1143,"Dolnik, Milos",HONORS GEN'L CHEM LAB I,1,17
CHEM,29,A,LAB,Fall 2014,1143,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,1,43
CHEM,18,A,LAB,Fall 2014,1143,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,1,53
CHSC,3,B,LAB,Fall 2014,1143,"Peavey, Dwight",ENVRO CHALLEGNES: ROLE OF CHEM,1,28
CHEM,39,B,LAB,Fall 2014,1143,"Wade, Christine",INTERMEDIATE CHEM. LAB,2,6
CHEM,19,A,LAB,Fall 2014,1143,"Dolnik, Milos",HONORS GEN'L CHEM LAB I,2,15
CHEM,29,A,LAB,Fall 2014,1143,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,2,36
CHEM,18,A,LAB,Fall 2014,1143,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,2,51
CHEM,39,B,LAB,Fall 2014,1143,"Wade, Christine",INTERMEDIATE CHEM. LAB,3,7
CHEM,29,A,LAB,Fall 2014,1143,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,3,31
CHEM,19,A,LAB,Fall 2014,1143,"Dolnik, Milos",HONORS GEN'L CHEM LAB I,4,20
CHEM,29,A,LAB,Fall 2014,1143,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,4,32
CHEM,18,A,LAB,Fall 2014,1143,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,4,45
CHEM,19,A,LAB,Fall 2014,1143,"Dolnik, Milos",HONORS GEN'L CHEM LAB I,5,17
CHEM,29,A,LAB,Fall 2014,1143,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,5,46
CHEM,18,A,LAB,Fall 2014,1143,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,5,51
FILM,110,A,LAB,Fall 2014,1143,"Mooney, Daniel",FILM PRODUCTION I,1,15
MUS,104,A,LAB,Fall 2014,1143,"Praznik, James",THEORY/MSCNSHP LAB2 PRT1,1,5
MUS,102,A,LAB,Fall 2014,1143,"Dupuis, Jacques",THEORY/MSCNSHP LABI PRT1,1,11
MUS,102,A,LAB,Fall 2014,1143,"Sowa, Joseph",THEORY/MSCNSHP LABI PRT1,2,4
PHYS,169,B,LAB,Fall 2014,1143,"Fraden, Seth",ADVANCED LABORATORY,1,2
PHYS,39,A,LAB,Fall 2014,1143,"Fraden, Seth",ADVANCED PHYSICS LAB,1,9
PHYS,29,A,LAB,Fall 2014,1143,"Bensinger, James",ELECTRONICS LAB I,1,18
PHYS,19,A,LAB,Fall 2014,1143,"Fell, Richard",PHYSICS LAB I,1,121
PHYS,18,A,LAB,Fall 2014,1143,"Wellenstein, Hermann",INTRODUCTORY LAB I,1,135
THA,43,A,LAB,Fall 2014,1143,"Dibble, Susan",DANCE & MVMNT PRACTICUM,1,1
THA,45,A,LAB,Fall 2014,1143,"Anderson, Cameron",DESIGN/TECH. PRACTICUM,1,2
THA,48,A,LAB,Fall 2014,1143,"McKittrick, Ryan",DRAMATURGY PRACTICUM,1,2
THA,44,A,LAB,Fall 2014,1143,"Walsh, Robert",DIRECTING PRACTICUM,1,3
THA,47,A,LAB,Fall 2014,1143,"Cleary, Jennifer",STAGE MANG. PRACTICUM,1,3
THA,42,A,LAB,Fall 2014,1143,"Krstansky, Adrianne",ACTING PRACTICUM,1,6
EL,94,A,LAB,Spring 2015,1151,"Kramer Theodorou, Rachel",EXPERIENTIAL LEARNING PRACTICM,1,4
EL,94,A,LAB,Spring 2015,1151,"Kondev, Jane",EXPERIENTIAL LEARNING PRACTICM,10,1
EL,94,A,LAB,Spring 2015,1151,"Kondev, Jane",EXPERIENTIAL LEARNING PRACTICM,11,2
EL,94,A,LAB,Spring 2015,1151,"Fellman, Gordon",EXPERIENTIAL LEARNING PRACTICM,13,7
EL,94,A,LAB,Spring 2015,1151,"Goldin, Laura",EXPERIENTIAL LEARNING PRACTICM,15,10
EL,94,A,LAB,Spring 2015,1151,"Dellelo, Mark",EXPERIENTIAL LEARNING PRACTICM,16,9
EL,94,A,LAB,Spring 2015,1151,"Kondev, Jane",EXPERIENTIAL LEARNING PRACTICM,17,1
EL,94,A,LAB,Spring 2015,1151,"Di Lillo, Antonella",EXPERIENTIAL LEARNING PRACTICM,18,3
EL,94,A,LAB,Spring 2015,1151,"Wallace, Derron",EXPERIENTIAL LEARNING PRACTICM,19,1
EL,94,A,LAB,Spring 2015,1151,"Kramer Theodorou, Rachel",EXPERIENTIAL LEARNING PRACTICM,2,1
EL,94,A,LAB,Spring 2015,1151,"Rosenberger, Chandler",EXPERIENTIAL LEARNING PRACTICM,20,4
EL,94,A,LAB,Spring 2015,1151,"Anjaria, Jonathan",EXPERIENTIAL LEARNING PRACTICM,21,1
EL,94,A,LAB,Spring 2015,1151,"Wallace, Derron",EXPERIENTIAL LEARNING PRACTICM,22,1
EL,94,A,LAB,Spring 2015,1151,"Beckett, Brian",EXPERIENTIAL LEARNING PRACTICM,4,21
EL,94,A,LAB,Spring 2015,1151,"Anzoategui, Lisette",EXPERIENTIAL LEARNING PRACTICM,5,13
EL,94,A,LAB,Spring 2015,1151,"Vasquez, Alexandria",EXPERIENTIAL LEARNING PRACTICM,6,20
EL,94,A,LAB,Spring 2015,1151,"Kondev, Jane",EXPERIENTIAL LEARNING PRACTICM,7,4
EL,94,A,LAB,Spring 2015,1151,"Kondev, Jane",EXPERIENTIAL LEARNING PRACTICM,8,3
EL,94,A,LAB,Spring 2015,1151,"Kondev, Jane",EXPERIENTIAL LEARNING PRACTICM,9,1
BCHM,155,B,LAB,Spring 2015,1151,"Westover, Emily",BIOCHEMISTRY LABORATORY,1,10
BIOL,159,A,LAB,Spring 2015,1151,"Cooper, Deani",PROJECT LAB IN MICROBIOLOGY,1,5
BIOL,159,A,LAB,Spring 2015,1151,"Cooper, Deani",PROJECT LAB IN MICROBIOLOGY,2,5
BIOL,18,A,LAB,Spring 2015,1151,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,2,64
BIOL,18,A,LAB,Spring 2015,1151,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,3,69
BIOL,18,A,LAB,Spring 2015,1151,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,4,65
CHEM,69,A,LAB,Spring 2015,1151,"Xu, Bing",ADVANCED EXPERIMENTAL CHEM II,1,12
CHEM,19,B,LAB,Spring 2015,1151,"Dolnik, Milos",HONORS GEN'L CHEM LAB II,1,15
CHEM,29,B,LAB,Spring 2015,1151,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,1,49
CHEM,18,B,LAB,Spring 2015,1151,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,1,53
CHEM,69,A,LAB,Spring 2015,1151,"Xu, Bing",ADVANCED EXPERIMENTAL CHEM II,2,12
CHEM,19,B,LAB,Spring 2015,1151,"Dolnik, Milos",HONORS GEN'L CHEM LAB II,2,18
CHEM,18,B,LAB,Spring 2015,1151,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,2,45
CHEM,69,A,LAB,Spring 2015,1151,"Xu, Bing",ADVANCED EXPERIMENTAL CHEM II,3,12
CHEM,29,B,LAB,Spring 2015,1151,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,3,34
CHEM,19,B,LAB,Spring 2015,1151,"Dolnik, Milos",HONORS GEN'L CHEM LAB II,4,18
CHEM,18,B,LAB,Spring 2015,1151,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,4,38
CHEM,29,B,LAB,Spring 2015,1151,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,4,42
CHEM,18,B,LAB,Spring 2015,1151,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,5,48
CHEM,29,B,LAB,Spring 2015,1151,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,5,50
COSI,167,B,LAB,Spring 2015,1151,"Salas, R. Pito",SOFTWARE ENGINEERING LAB,1,30
FILM,110,B,LAB,Spring 2015,1151,"Mooney, Daniel",MOTION PICTURE EDITING,1,21
QBIO,120,B,LAB,Spring 2015,1151,"Dogic, Zvonimir",QBIO INSTRUMENTATION LAB,1,14
MUS,104,B,LAB,Spring 2015,1151,"Praznik, James",THEOR/MUSIC LAB II:PRT 2,1,3
MUS,102,B,LAB,Spring 2015,1151,"Dupuis, Jacques",THEORY MUSIC LAB I:PRT 2,1,8
MUS,102,B,LAB,Spring 2015,1151,"Sowa, Joseph",THEORY MUSIC LAB I:PRT 2,2,7
PAX,140,A,LAB,Spring 2015,1151,"Steele, David",RELIGION CONFLICT PEACE,1,6
PHYS,169,B,LAB,Spring 2015,1151,"Fraden, Seth",ADVANCED LABORATORY,1,1
PHYS,39,A,LAB,Spring 2015,1151,"Fraden, Seth",ADVANCED PHYSICS LAB,1,9
PHYS,29,A,LAB,Spring 2015,1151,"Hashemi, Kevan",ELECTRONICS LAB I,1,15
PHYS,19,B,LAB,Spring 2015,1151,"Sciolla, Gabriella",PHYSICS LAB II,1,102
PHYS,18,B,LAB,Spring 2015,1151,"Wellenstein, Hermann",INTRODUCTORY LAB II,1,126
THA,44,A,LAB,Spring 2015,1151,"Dibble, Susan",DIRECTING PRACTICUM,1,1
THA,45,A,LAB,Spring 2015,1151,"Anderson, Cameron",DESIGN/TECH. PRACTICUM,1,1
THA,47,A,LAB,Spring 2015,1151,"Krstansky, Adrianne",STAGE MANG. PRACTICUM,1,1
THA,43,A,LAB,Spring 2015,1151,"Dibble, Susan",DANCE & MVMNT PRACTICUM,1,4
THA,42,A,LAB,Spring 2015,1151,"Krstansky, Adrianne",ACTING PRACTICUM,1,7
THA,123,A,LAB,Spring 2015,1151,"McKittrick, Ryan",AMERICAN MUSICAL THEATER,1,26
BIOL,153,AJ,LAB,Summer 2015,1152,"Miara, Maria",PROJECT LAB IN BIOMIMETICS,1,8
BISC,10,AJ,LAB,Summer 2015,1152,"Lai, Elaine",DIABETES,1,15
CHEM,18,A,LAB,Summer 2015,1152,"Novack, Claudia",GENERAL CHEMISTRY LAB I,1,11
CHEM,18,B,LAB,Summer 2015,1152,"Novack, Claudia",GENERAL CHEMISTRY LAB II,1,15
CHEM,29,B,LAB,Summer 2015,1152,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,1,38
CHEM,29,A,LAB,Summer 2015,1152,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,1,39
PHYS,18,A,LAB,Summer 2015,1152,"Wellenstein, Hermann",INTRODUCTORY LAB I,1,17
PHYS,18,B,LAB,Summer 2015,1152,"Wellenstein, Hermann",INTRODUCTORY LAB II,1,18
EL,12,B,LAB,Fall 2015,1153,"Dellelo, Mark",EXPERIENTIAL LEARNING PRACTICM,1,5
EL,16,A,LAB,Fall 2015,1153,"McPhee, Marcia",EXPERIENTIAL LEARNING PRACTICM,1,9
EL,42,A,LAB,Fall 2015,1153,"Lamb, Sarah",EXPERIENTIAL LEARNING PRACTICM,1,10
EL,10,A,LAB,Fall 2015,1153,"Naeem, Sana",EXPERIENTIAL LEARNING PRACTICM,1,13
EL,10,A,LAB,Fall 2015,1153,"Beckett, Brian",EXPERIENTIAL LEARNING PRACTICM,2,15
EL,10,A,LAB,Fall 2015,1153,"Vimal, Vivekanand",EXPERIENTIAL LEARNING PRACTICM,3,16
BIOL,156,A,LAB,Fall 2015,1153,"Sutera, Vincent",PROJECT LAB IN BIOTECH.,1,12
BIOL,18,B,LAB,Fall 2015,1153,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,1,29
BIOL,107,A,LAB,Fall 2015,1153,"Van Hooser, Stephen",DATA ANALYSIS STATS WORKSHOP,1,60
BIOL,18,B,LAB,Fall 2015,1153,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,2,68
BIOL,18,B,LAB,Fall 2015,1153,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,3,67
BIOL,18,B,LAB,Fall 2015,1153,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,4,67
CHEM,49,A,LAB,Fall 2015,1153,"Snider, Barry",ADVANCED LAB ORGANIC CHEMISTRY,1,8
CHEM,19,A,LAB,Fall 2015,1153,"Dolnik, Milos",HONORS GEN'L CHEM LAB I,1,15
CHEM,29,A,LAB,Fall 2015,1153,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,1,41
CHEM,18,A,LAB,Fall 2015,1153,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,1,50
CHSC,3,B,LAB,Fall 2015,1153,"Peavey, Dwight",ENVRO CHALLEGNES: ROLE OF CHEM,1,19
CHEM,49,A,LAB,Fall 2015,1153,"Snider, Barry",ADVANCED LAB ORGANIC CHEMISTRY,2,7
CHEM,19,A,LAB,Fall 2015,1153,"Dolnik, Milos",HONORS GEN'L CHEM LAB I,2,18
CHEM,29,A,LAB,Fall 2015,1153,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,2,36
CHEM,18,A,LAB,Fall 2015,1153,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,2,52
CHEM,49,A,LAB,Fall 2015,1153,"Snider, Barry",ADVANCED LAB ORGANIC CHEMISTRY,3,8
CHEM,29,A,LAB,Fall 2015,1153,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,3,21
CHEM,49,A,LAB,Fall 2015,1153,"Snider, Barry",ADVANCED LAB ORGANIC CHEMISTRY,4,8
CHEM,19,A,LAB,Fall 2015,1153,"Dolnik, Milos",HONORS GEN'L CHEM LAB I,4,12
CHEM,29,A,LAB,Fall 2015,1153,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,4,40
CHEM,18,A,LAB,Fall 2015,1153,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,4,51
CHEM,29,A,LAB,Fall 2015,1153,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,5,41
CHEM,18,A,LAB,Fall 2015,1153,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,5,60
FILM,110,A,LAB,Fall 2015,1153,"Mooney, Daniel",FILM PRODUCTION I,1,23
MUS,104,A,LAB,Fall 2015,1153,"Sowa, Joseph",THEORY/MSCNSHP LAB2 PRT1,1,8
MUS,102,A,LAB,Fall 2015,1153,"Amar, Talia",THEORY/MSCNSHP LABI PRT1,1,12
MUS,102,A,LAB,Fall 2015,1153,"Cheah, Victoria",THEORY/MSCNSHP LABI PRT1,2,10
MUS,102,A,LAB,Fall 2015,1153,"Kanasevich, Gleb",THEORY/MSCNSHP LABI PRT1,3,11
PHYS,169,B,LAB,Fall 2015,1153,"Dogic, Zvonimir",ADVANCED LABORATORY,1,1
PHYS,39,A,LAB,Fall 2015,1153,"Dogic, Zvonimir",ADVANCED PHYSICS LAB,1,7
PHYS,29,A,LAB,Fall 2015,1153,"Bensinger, James",ELECTRONICS LAB I,1,14
PHYS,19,A,LAB,Fall 2015,1153,"Sciolla, Gabriella",PHYSICS LAB I,1,82
PHYS,18,A,LAB,Fall 2015,1153,"Wellenstein, Hermann",INTRODUCTORY LAB I,1,106
THA,48,A,LAB,Fall 2015,1153,"McKittrick, Ryan",DRAMATURGY PRACTICUM,1,1
THA,47,A,LAB,Fall 2015,1153,"Cleary, Jennifer",STAGE MANG. PRACTICUM,1,2
THA,42,A,LAB,Fall 2015,1153,"Krstansky, Adrianne",ACTING PRACTICUM,1,6
EL,16,A,LAB,Spring 2016,1161,"McPhee, Marcia",EXPERIENTIAL LEARNING PRACTICM,1,4
EL,30,B,LAB,Spring 2016,1161,"Goldin, Laura",EXPERIENTIAL LEARNING PRACTICM,1,7
EL,60,A,LAB,Spring 2016,1161,"Kramer Theodorou, Rachel",EXPERIENTIAL LEARNING PRACTICM,1,7
EL,66,A,LAB,Spring 2016,1161,"Malo, Lucas",EXPERIENTIAL LEARNING PRACTICM,1,8
EL,12,B,LAB,Spring 2016,1161,"Dellelo, Mark",EXPERIENTIAL LEARNING PRACTICM,1,9
EL,10,A,LAB,Spring 2016,1161,"Naeem, Sana",EXPERIENTIAL LEARNING PRACTICM,1,13
EL,24,B,LAB,Spring 2016,1161,"Kondev, Jane",EXPERIENTIAL LEARNING PRACTICM,1,15
EL,10,A,LAB,Spring 2016,1161,"Beckett, Brian",EXPERIENTIAL LEARNING PRACTICM,2,15
EL,10,A,LAB,Spring 2016,1161,"Vimal, Vivekanand",EXPERIENTIAL LEARNING PRACTICM,3,6
BCHM,155,B,LAB,Spring 2016,1161,"Westover, Emily",BIOCHEMISTRY LABORATORY,1,9
BIOL,159,A,LAB,Spring 2016,1161,"Cooper, Deani",PROJECT LAB IN MICROBIOLOGY,1,17
BIOL,18,A,LAB,Spring 2016,1161,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,2,69
BIOL,18,A,LAB,Spring 2016,1161,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,3,72
BIOL,18,A,LAB,Spring 2016,1161,"Kosinski-Collins, Melissa",GENERAL BIOLOGY LAB,4,69
CHEM,59,B,LAB,Spring 2016,1161,"Pochapsky, Thomas",ADV LAB PHYSICAL CHEMISTRY,1,7
CHEM,19,B,LAB,Spring 2016,1161,"Dolnik, Milos",HONORS GEN'L CHEM LAB II,1,8
CHEM,18,B,LAB,Spring 2016,1161,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,1,36
CHEM,29,B,LAB,Spring 2016,1161,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,1,48
CHEM,59,B,LAB,Spring 2016,1161,"Pochapsky, Thomas",ADV LAB PHYSICAL CHEMISTRY,2,8
CHEM,19,B,LAB,Spring 2016,1161,"Dolnik, Milos",HONORS GEN'L CHEM LAB II,2,14
CHEM,18,B,LAB,Spring 2016,1161,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,2,51
CHEM,59,B,LAB,Spring 2016,1161,"Pochapsky, Thomas",ADV LAB PHYSICAL CHEMISTRY,3,7
CHEM,29,B,LAB,Spring 2016,1161,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,3,35
CHEM,19,B,LAB,Spring 2016,1161,"Dolnik, Milos",HONORS GEN'L CHEM LAB II,4,8
CHEM,18,B,LAB,Spring 2016,1161,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,4,38
CHEM,29,B,LAB,Spring 2016,1161,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,4,39
CHEM,18,B,LAB,Spring 2016,1161,"Dolnik, Milos",GENERAL CHEMISTRY LAB II,5,50
CHEM,29,B,LAB,Spring 2016,1161,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,5,51
COSI,167,B,LAB,Spring 2016,1161,"Salas, R. Pito",SOFTWARE ENGINEERING LAB,1,35
FILM,110,B,LAB,Spring 2016,1161,"Mooney, Daniel",MOTION PICTURE EDITING,1,18
QBIO,120,B,LAB,Spring 2016,1161,"Van Hooser, Stephen",QBIO INSTRUMENTATION LAB,1,18
MUS,104,B,LAB,Spring 2016,1161,"Sowa, Joseph",THEOR/MUSIC LAB II:PRT 2,1,5
MUS,102,B,LAB,Spring 2016,1161,"Amar, Talia",THEORY MUSIC LAB I:PRT 2,1,7
MUS,102,B,LAB,Spring 2016,1161,"Cheah, Victoria",THEORY MUSIC LAB I:PRT 2,2,14
MUS,102,B,LAB,Spring 2016,1161,"Kanasevich, Gleb",THEORY MUSIC LAB I:PRT 2,3,6
PHYS,29,A,LAB,Spring 2016,1161,"Hashemi, Kevan",ELECTRONICS LAB I,1,9
PHYS,39,A,LAB,Spring 2016,1161,"Dogic, Zvonimir",ADVANCED PHYSICS LAB,1,10
PHYS,19,B,LAB,Spring 2016,1161,"Sciolla, Gabriella",PHYSICS LAB II,1,63
PHYS,18,B,LAB,Spring 2016,1161,"Wardle, John",INTRODUCTORY LAB II,1,99
THA,42,A,LAB,Spring 2016,1161,"Krstansky, Adrianne",ACTING PRACTICUM,1,1
THA,43,A,LAB,Spring 2016,1161,"Dibble, Susan",DANCE & MVMNT PRACTICUM,1,2
THA,47,A,LAB,Spring 2016,1161,"Cleary, Jennifer",STAGE MANG. PRACTICUM,1,3
THA,164,A,LAB,Spring 2016,1161,"Jahn, Jessica",COSTUME DESIGN,1,11
THA,123,A,LAB,Spring 2016,1161,"McKittrick, Ryan",AMERICAN MUSICAL THEATER,1,15
CHEM,18,B,LAB,Summer 2016,1162,"Novack, Claudia",GENERAL CHEMISTRY LAB II,1,7
CHEM,18,A,LAB,Summer 2016,1162,"Novack, Claudia",GENERAL CHEMISTRY LAB I,1,16
CHEM,29,B,LAB,Summer 2016,1162,"Mascall, Kristen",ORGANIC CHEMISTRY LAB II,1,45
CHEM,29,A,LAB,Summer 2016,1162,"Mascall, Kristen",ORGANIC CHEMISTRY LAB I,1,46
PHYS,18,B,LAB,Summer 2016,1162,"Wellenstein, Hermann",INTRODUCTORY LAB II,1,6
PHYS,18,A,LAB,Summer 2016,1162,"Wellenstein, Hermann",INTRODUCTORY LAB I,1,8
PHYS,18,A,LAB,Summer 2016,1162,"Wellenstein, Hermann",INTRODUCTORY LAB I,2,8
PHYS,18,B,LAB,Summer 2016,1162,"Wellenstein, Hermann",INTRODUCTORY LAB II,2,9
EL,66,A,LAB,Fall 2016,1163,"Malo, Lucas",EXPERIENTIAL LEARNING PRACTICM,1,4
EL,42,A,LAB,Fall 2016,1163,"Lamb, Sarah",EXPERIENTIAL LEARNING PRACTICM,1,5
EL,13,A,LAB,Fall 2016,1163,"Dellelo, Mark",MULTIMEDIA STORYTELLING,1,7
EL,16,A,LAB,Fall 2016,1163,"McPhee, Marcia",EXPERIENTIAL LEARNING PRACTICM,1,9
EL,10,A,LAB,Fall 2016,1163,"Beckett, Brian",EXPERIENTIAL LEARNING PRACTICM,1,23
EL,10,A,LAB,Fall 2016,1163,"Arad, Chen",EXPERIENTIAL LEARNING PRACTICM,2,23
EL,10,A,LAB,Fall 2016,1163,"Connell, Jara",EXPERIENTIAL LEARNING PRACTICM,3,19
BIOL,156,A,LAB,Fall 2016,1163,"Marr, Michael",PROJECT LAB IN BIOTECH.,1,17
